ds;country;polygon_source;polygon_id;polygon_name;tiles_visited_related_change;ratio_single_tile_users;baseline_name;baseline_type
01/05/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.25278;0.26444;full_february;DAY_OF_WEEK
02/05/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.26032;0.25519;full_february;DAY_OF_WEEK
03/08/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.26189;0.18755;full_february;DAY_OF_WEEK
20/07/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.266666667;0.20296;full_february;DAY_OF_WEEK
10/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.26692;0.27287;full_february;DAY_OF_WEEK
29/03/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.2676;0.27248;full_february;DAY_OF_WEEK
11/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.27242;0.25697;full_february;DAY_OF_WEEK
09/05/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.27402;0.26372;full_february;DAY_OF_WEEK
12/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.27682;0.25884;full_february;DAY_OF_WEEK
03/05/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.28776;0.26251;full_february;DAY_OF_WEEK
08/03/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.292361111;0.20515;full_february;DAY_OF_WEEK
05/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.29379;0.26403;full_february;DAY_OF_WEEK
25/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.2948;0.26788;full_february;DAY_OF_WEEK
10/05/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.30891;0.27012;full_february;DAY_OF_WEEK
06/12/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.32001;0.37724;full_february;DAY_OF_WEEK
26/04/2020;IDN;GADM;IDN.9.12_1;Indramayu;-0.32544;0.27207;full_february;DAY_OF_WEEK
19/08/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.441666667;0.19581;full_february;DAY_OF_WEEK
20/08/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.527083333;0.22246;full_february;DAY_OF_WEEK
15/08/2020;IDN;GADM;IDN.9.12_1;Indramayu;0.684722222;0.19907;full_february;DAY_OF_WEEK
16/08/2020;IDN;GADM;IDN.9.13_1;Karawang;0.00077;0.16992;full_february;DAY_OF_WEEK
04/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.00353;0.14071;full_february;DAY_OF_WEEK
09/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.00446;0.16527;full_february;DAY_OF_WEEK
12/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.00562;0.15104;full_february;DAY_OF_WEEK
30/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.00679;0.16397;full_february;DAY_OF_WEEK
01/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0075;0.15866;full_february;DAY_OF_WEEK
11/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.00795;0.13828;full_february;DAY_OF_WEEK
10/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.01004;0.13902;full_february;DAY_OF_WEEK
06/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.01259;0.17483;full_february;DAY_OF_WEEK
05/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0142;0.15716;full_february;DAY_OF_WEEK
13/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.01506;0.13587;full_february;DAY_OF_WEEK
05/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.01537;0.16975;full_february;DAY_OF_WEEK
05/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.01942;0.14022;full_february;DAY_OF_WEEK
29/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.01957;0.16054;full_february;DAY_OF_WEEK
08/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.02624;0.15072;full_february;DAY_OF_WEEK
04/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0267;0.16838;full_february;DAY_OF_WEEK
09/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.02718;0.13601;full_february;DAY_OF_WEEK
15/08/2020;IDN;GADM;IDN.9.13_1;Karawang;0.02822;0.113194444;full_february;DAY_OF_WEEK
10/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.02993;0.15897;full_february;DAY_OF_WEEK
06/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.03015;0.16305;full_february;DAY_OF_WEEK
01/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0339;0.16049;full_february;DAY_OF_WEEK
03/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.03501;0.13536;full_february;DAY_OF_WEEK
02/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.03513;0.13473;full_february;DAY_OF_WEEK
04/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.03708;0.16426;full_february;DAY_OF_WEEK
19/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0375;0.16478;full_february;DAY_OF_WEEK
12/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.03844;0.16751;full_february;DAY_OF_WEEK
05/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.03954;0.17454;full_february;DAY_OF_WEEK
15/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.03988;0.16236;full_february;DAY_OF_WEEK
18/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04085;0.16883;full_february;DAY_OF_WEEK
28/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04162;0.18617;full_february;DAY_OF_WEEK
31/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04321;0.15975;full_february;DAY_OF_WEEK
11/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04395;0.16337;full_february;DAY_OF_WEEK
27/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04593;0.16587;full_february;DAY_OF_WEEK
25/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04662;0.16834;full_february;DAY_OF_WEEK
13/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04672;0.17599;full_february;DAY_OF_WEEK
17/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.04782;0.16139;full_february;DAY_OF_WEEK
26/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0505;0.16777;full_february;DAY_OF_WEEK
07/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05064;0.16259;full_february;DAY_OF_WEEK
02/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05072;0.16217;full_february;DAY_OF_WEEK
28/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05324;0.16574;full_february;DAY_OF_WEEK
01/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05432;0.16468;full_february;DAY_OF_WEEK
16/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05491;0.16666;full_february;DAY_OF_WEEK
29/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05625;0.19765;full_february;DAY_OF_WEEK
07/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05651;0.17322;full_february;DAY_OF_WEEK
28/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05687;0.16715;full_february;DAY_OF_WEEK
06/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.05998;0.17023;full_february;DAY_OF_WEEK
25/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0625;0.16832;full_february;DAY_OF_WEEK
12/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06287;0.18653;full_february;DAY_OF_WEEK
27/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06355;0.17411;full_february;DAY_OF_WEEK
28/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06371;0.17368;full_february;DAY_OF_WEEK
08/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06381;0.16911;full_february;DAY_OF_WEEK
05/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0643;0.18933;full_february;DAY_OF_WEEK
18/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06505;0.16199;full_february;DAY_OF_WEEK
30/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06513;0.17117;full_february;DAY_OF_WEEK
09/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06527;0.17233;full_february;DAY_OF_WEEK
13/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0657;0.16404;full_february;DAY_OF_WEEK
03/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06745;0.17197;full_february;DAY_OF_WEEK
08/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06809;0.19304;full_february;DAY_OF_WEEK
02/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.06925;0.19001;full_february;DAY_OF_WEEK
08/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07011;0.17745;full_february;DAY_OF_WEEK
24/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07027;0.17209;full_february;DAY_OF_WEEK
02/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07045;0.18105;full_february;DAY_OF_WEEK
28/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07101;0.19462;full_february;DAY_OF_WEEK
01/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07112;0.18551;full_february;DAY_OF_WEEK
19/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07198;0.17894;full_february;DAY_OF_WEEK
09/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07309;0.17524;full_february;DAY_OF_WEEK
27/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07344;0.16558;full_february;DAY_OF_WEEK
26/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07584;0.18506;full_february;DAY_OF_WEEK
04/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07712;0.18831;full_february;DAY_OF_WEEK
16/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.07738;0.17364;full_february;DAY_OF_WEEK
29/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0774;0.17264;full_february;DAY_OF_WEEK
30/07/2020;IDN;GADM;IDN.9.13_1;Karawang;0.07872;0.15624;full_february;DAY_OF_WEEK
18/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08002;1.19375;full_february;DAY_OF_WEEK
15/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08046;0.19299;full_february;DAY_OF_WEEK
08/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08108;0.19401;full_february;DAY_OF_WEEK
14/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08141;0.18486;full_february;DAY_OF_WEEK
20/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08306;0.18912;full_february;DAY_OF_WEEK
10/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08437;0.17411;full_february;DAY_OF_WEEK
15/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08452;0.17489;full_february;DAY_OF_WEEK
03/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08533;0.18783;full_february;DAY_OF_WEEK
04/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0858;0.18076;full_february;DAY_OF_WEEK
03/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08611;0.17857;full_february;DAY_OF_WEEK
30/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08783;0.19165;full_february;DAY_OF_WEEK
14/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.08832;0.16755;full_february;DAY_OF_WEEK
23/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09013;0.18386;full_february;DAY_OF_WEEK
01/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09087;0.17476;full_february;DAY_OF_WEEK
27/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0911;0.18485;full_february;DAY_OF_WEEK
02/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09113;0.18008;full_february;DAY_OF_WEEK
03/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09216;0.19614;full_february;DAY_OF_WEEK
12/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09289;0.18409;full_february;DAY_OF_WEEK
20/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09302;0.16894;full_february;DAY_OF_WEEK
23/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09373;0.17751;full_february;DAY_OF_WEEK
25/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09389;0.17941;full_february;DAY_OF_WEEK
13/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09504;0.19114;full_february;DAY_OF_WEEK
10/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.0963;0.18809;full_february;DAY_OF_WEEK
17/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09645;0.17344;full_february;DAY_OF_WEEK
12/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09685;0.18901;full_february;DAY_OF_WEEK
22/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09716;0.17579;full_february;DAY_OF_WEEK
27/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09745;0.19497;full_february;DAY_OF_WEEK
16/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09746;0.18901;full_february;DAY_OF_WEEK
29/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09751;1.46875;full_february;DAY_OF_WEEK
01/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09783;0.18732;full_february;DAY_OF_WEEK
19/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09827;0.17284;full_february;DAY_OF_WEEK
11/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09845;0.18741;full_february;DAY_OF_WEEK
21/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09856;0.17202;full_february;DAY_OF_WEEK
07/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09938;0.19088;full_february;DAY_OF_WEEK
17/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09947;0.17426;full_february;DAY_OF_WEEK
04/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.09994;0.18896;full_february;DAY_OF_WEEK
18/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10021;0.17359;full_february;DAY_OF_WEEK
11/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10053;0.19215;full_february;DAY_OF_WEEK
18/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10058;0.18789;full_february;DAY_OF_WEEK
16/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10094;0.18107;full_february;DAY_OF_WEEK
04/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10099;0.19341;full_february;DAY_OF_WEEK
10/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10139;0.18323;full_february;DAY_OF_WEEK
09/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10182;0.18742;full_february;DAY_OF_WEEK
19/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10227;0.19276;full_february;DAY_OF_WEEK
14/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10261;0.18451;full_february;DAY_OF_WEEK
21/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10301;0.18602;full_february;DAY_OF_WEEK
26/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10317;0.17804;full_february;DAY_OF_WEEK
17/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10379;0.19171;full_february;DAY_OF_WEEK
24/07/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10406;0.17353;full_february;DAY_OF_WEEK
10/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10429;0.19422;full_february;DAY_OF_WEEK
05/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10569;0.20209;full_february;DAY_OF_WEEK
22/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10732;0.19897;full_february;DAY_OF_WEEK
26/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10751;0.18685;full_february;DAY_OF_WEEK
05/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10784;0.18805;full_february;DAY_OF_WEEK
20/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10795;0.19138;full_february;DAY_OF_WEEK
10/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10825;0.19331;full_february;DAY_OF_WEEK
06/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.108333333;0.13829;full_february;DAY_OF_WEEK
22/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10842;0.18193;full_february;DAY_OF_WEEK
08/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10851;0.17762;full_february;DAY_OF_WEEK
11/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10885;0.18388;full_february;DAY_OF_WEEK
24/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10971;0.19369;full_february;DAY_OF_WEEK
13/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.10998;0.19092;full_february;DAY_OF_WEEK
20/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11114;0.18042;full_february;DAY_OF_WEEK
13/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11179;0.18224;full_february;DAY_OF_WEEK
02/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1121;0.18448;full_february;DAY_OF_WEEK
11/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11246;0.18519;full_february;DAY_OF_WEEK
10/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11264;0.18184;full_february;DAY_OF_WEEK
06/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11311;0.19196;full_february;DAY_OF_WEEK
17/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11386;0.19555;full_february;DAY_OF_WEEK
03/08/2020;IDN;GADM;IDN.9.13_1;Karawang;0.11413;0.15361;full_february;DAY_OF_WEEK
20/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11425;0.17865;full_february;DAY_OF_WEEK
24/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11498;0.18244;full_february;DAY_OF_WEEK
23/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11523;0.18594;full_february;DAY_OF_WEEK
08/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11612;0.19495;full_february;DAY_OF_WEEK
22/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11652;0.18482;full_february;DAY_OF_WEEK
30/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11946;0.18885;full_february;DAY_OF_WEEK
06/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.11948;0.19398;full_february;DAY_OF_WEEK
25/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12068;0.20143;full_february;DAY_OF_WEEK
09/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12104;0.18236;full_february;DAY_OF_WEEK
31/07/2020;IDN;GADM;IDN.9.13_1;Karawang;0.122222222;0.17225;full_february;DAY_OF_WEEK
12/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12255;0.19311;full_february;DAY_OF_WEEK
19/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12324;0.17855;full_february;DAY_OF_WEEK
21/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12416;0.17288;full_february;DAY_OF_WEEK
18/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1246;0.20399;full_february;DAY_OF_WEEK
11/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12487;0.20269;full_february;DAY_OF_WEEK
13/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12588;0.19679;full_february;DAY_OF_WEEK
02/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12668;0.18438;full_february;DAY_OF_WEEK
23/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1273;0.19406;full_february;DAY_OF_WEEK
20/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.12841;0.19303;full_february;DAY_OF_WEEK
31/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13038;0.20929;full_february;DAY_OF_WEEK
19/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13087;0.19155;full_february;DAY_OF_WEEK
14/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13107;0.19702;full_february;DAY_OF_WEEK
04/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.132;0.18595;full_february;DAY_OF_WEEK
28/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13214;0.19525;full_february;DAY_OF_WEEK
21/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13316;0.18977;full_february;DAY_OF_WEEK
12/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13317;0.18502;full_february;DAY_OF_WEEK
14/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13354;0.18604;full_february;DAY_OF_WEEK
19/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13522;0.18497;full_february;DAY_OF_WEEK
19/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13598;0.19585;full_february;DAY_OF_WEEK
14/03/2020;IDN;GADM;IDN.9.13_1;Karawang;0.136805556;0.14618;full_february;DAY_OF_WEEK
26/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13754;0.20244;full_february;DAY_OF_WEEK
07/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13763;0.19147;full_february;DAY_OF_WEEK
17/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13838;0.18924;full_february;DAY_OF_WEEK
30/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13848;0.20282;full_february;DAY_OF_WEEK
23/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13898;0.20117;full_february;DAY_OF_WEEK
25/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.13981;0.19323;full_february;DAY_OF_WEEK
17/08/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14052;0.18903;full_february;DAY_OF_WEEK
15/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14061;0.19146;full_february;DAY_OF_WEEK
23/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.142;0.18031;full_february;DAY_OF_WEEK
27/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14335;0.20551;full_february;DAY_OF_WEEK
03/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14368;0.18712;full_february;DAY_OF_WEEK
05/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1439;0.18479;full_february;DAY_OF_WEEK
06/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1445;0.18658;full_february;DAY_OF_WEEK
20/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14477;1.39375;full_february;DAY_OF_WEEK
07/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14507;0.22365;full_february;DAY_OF_WEEK
22/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14614;0.21165;full_february;DAY_OF_WEEK
21/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14682;0.20889;full_february;DAY_OF_WEEK
24/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14772;0.19308;full_february;DAY_OF_WEEK
09/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14808;0.19602;full_february;DAY_OF_WEEK
23/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.14968;0.19578;full_february;DAY_OF_WEEK
16/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.15172;0.20291;full_february;DAY_OF_WEEK
18/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1523;0.19218;full_february;DAY_OF_WEEK
21/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.15386;0.19387;full_february;DAY_OF_WEEK
01/06/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.15787;0.21194;full_february;DAY_OF_WEEK
22/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.16459;0.20826;full_february;DAY_OF_WEEK
26/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.16628;0.19884;full_february;DAY_OF_WEEK
21/10/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.16628;0.21195;full_february;DAY_OF_WEEK
23/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1663;0.19931;full_february;DAY_OF_WEEK
31/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.16704;0.20615;full_february;DAY_OF_WEEK
06/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.16959;0.23868;full_february;DAY_OF_WEEK
24/11/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.17049;0.21461;full_february;DAY_OF_WEEK
24/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.17616;0.15282;full_february;DAY_OF_WEEK
28/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.17925;0.20822;full_february;DAY_OF_WEEK
15/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.18038;0.19328;full_february;DAY_OF_WEEK
22/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.18062;0.19946;full_february;DAY_OF_WEEK
09/12/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.18219;0.21149;full_february;DAY_OF_WEEK
01/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.18647;0.18443;full_february;DAY_OF_WEEK
26/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.1942;0.19871;full_february;DAY_OF_WEEK
27/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.19515;0.19363;full_february;DAY_OF_WEEK
22/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.19933;0.19465;full_february;DAY_OF_WEEK
30/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.20029;0.20414;full_february;DAY_OF_WEEK
14/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.2005;0.19821;full_february;DAY_OF_WEEK
09/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.20163;0.20704;full_february;DAY_OF_WEEK
07/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.20416;0.19931;full_february;DAY_OF_WEEK
31/03/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.20488;0.20223;full_february;DAY_OF_WEEK
02/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.20743;0.20013;full_february;DAY_OF_WEEK
05/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.2103;0.20431;full_february;DAY_OF_WEEK
13/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.21101;0.19748;full_february;DAY_OF_WEEK
21/04/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.21163;0.19862;full_february;DAY_OF_WEEK
16/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.21286;0.19522;full_february;DAY_OF_WEEK
12/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.21553;0.20803;full_february;DAY_OF_WEEK
11/05/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.22187;0.20554;full_february;DAY_OF_WEEK
20/09/2020;IDN;GADM;IDN.9.13_1;Karawang;-0.22252;1.61875;full_february;DAY_OF_WEEK
